Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
2090,24,1163239300,-21.265,2037.852,2230773.82,1377493.404,14.7,7.0,2,21.28,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2112,24,1163241500,-20.846,2037.5629999999999,2230774.278,1377493.1819999998,11.0,7.0,2,21.53,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2112,31,1163241500,1.9180000000000001,128.168,2230516.999,1375661.438,16.5,7.0,2,22.71,0.0,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
2502,375,1163280500,-45.953,1208.566,2230774.1,1376690.47,15.0,7.0,2,19.43,0.0,2,115.0,221.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2150,31,1163245300,-19.493,2031.739,2230776.5069999998,1377487.634,11.0,7.0,2,20.24,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2192,1547,1163249500,23.136999999999997,64.42699999999999,2230532.986,1375596.131,19.5,7.0,2,0.49,9.72,2,101.0,214.0,0.0,1.0,2.0,1.0,335,0,27.27,55.66,peachtree
2193,37,1163249600,38.388000000000005,2030.338,2230833.92,1377495.106,13.0,7.2,2,19.36,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
3392,1186,1163369500,-16.875999999999998,101.725,2230496.125,1375636.6030000001,13.0,7.0,2,41.9,0.0,2,115.0,201.0,0.0,1.0,4.0,1.0,0,405,0.0,0.0,peachtree
2224,32,1163252700,38.109,2036.424,2230832.713,1377501.0780000002,16.2,8.0,2,22.53,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2467,885,1118849003700,32.411,2161.383,6452686.907000001,1871936.705,14.5,5.9,2,49.21,0.0,3,,,,,,,0,356,0.0,0.0,us-101
3380,1156,1163368300,-5.359,0.0,2230502.921,1375532.938,15.0,6.5,2,33.96,0.0,1,121.0,201.0,0.0,1.0,4.0,1.0,0,455,0.0,0.0,peachtree
2264,29,1163256700,40.919000000000004,1996.223,2230841.642,1377461.78,12.0,7.0,2,22.13,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2537,803,1163272300,16.929000000000002,1639.606,2230849.954,1377118.5690000001,13.9,7.4,2,15.77,0.0,1,112.0,214.0,0.0,5.0,2.0,1.0,0,0,0.0,0.0,peachtree
2282,30,1163258500,43.81,1993.233,2230844.956,1377459.2680000002,14.0,7.0,2,24.02,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2262,129,1163256500,3.67,128.10399999999998,2230518.74,1375661.2319999998,23.5,6.5,2,0.0,0.0,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
2271,1290,1163257400,22.585,77.498,2230533.495,1375609.261,17.5,7.0,2,16.93,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,347,0,39.25,2.32,peachtree
3564,1017,1163375000,-6.126,106.765,2230508.649,1375657.994,16.2,6.6,2,38.13,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,399,0.0,0.0,peachtree
2851,283,1163303700,-46.361999999999995,1187.105,2230772.111,1376686.785,14.5,6.5,2,8.86,0.0,2,114.0,221.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2280,867,1163258300,12.665999999999999,63.565,2230522.481,1375596.177,18.5,7.0,2,15.05,0.0,1,101.0,207.0,0.0,1.0,2.0,1.0,334,0,71.57,4.76,peachtree
2373,87,1163267600,-21.219,116.561,2230492.998,1375651.7419999999,15.0,7.5,2,12.94,0.0,2,123.0,201.0,0.0,1.0,4.0,1.0,0,269,0.0,0.0,peachtree
2290,27,1163259300,38.802,2031.328,2230834.1780000003,1377496.148,12.0,7.4,2,24.89,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2292,1305,1163259500,5.782,227.237,2230537.256,1375758.227,19.5,7.0,2,33.24,0.0,3,102.0,215.0,1.0,0.0,2.0,3.0,0,0,0.0,0.0,peachtree
2307,27,1163261000,34.781,2035.509,2230829.565,1377499.664,15.0,7.4,2,23.52,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2339,33,1163264200,47.464,1989.509,2230849.137,1377456.1469999999,19.0,8.5,2,21.5,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2315,1457,1163261800,12.412,69.56,2230522.713,1375602.1730000002,19.5,7.0,2,20.33,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,360,0,56.22,2.77,peachtree
2538,940,1163272400,14.585,12.823,2230521.685,1375562.6830000002,21.0,7.0,2,43.46,0.0,1,101.0,213.0,0.0,1.0,2.0,1.0,320,0,258.64,5.95,peachtree
2358,25,1163266100,41.99100000000001,2002.8270000000002,2230841.69,1377468.47,12.7,7.0,2,22.81,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2339,42,1163264200,-17.219,2029.442,2230779.105,1377485.7119999998,17.5,8.5,2,13.17,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2342,1390,1163264500,13.847000000000001,71.122,2230524.27,1375603.6130000001,18.5,7.0,2,21.8,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,366,0,55.61,2.55,peachtree
2360,1395,1163266300,22.403000000000002,69.984,2230532.705,1375601.7859999998,20.5,7.0,2,36.81,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,357,0,242.41,6.59,peachtree
2390,26,1163269300,45.934,2002.789,2230845.5930000003,1377469.0359999998,13.0,7.0,2,22.86,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2379,1437,1163268200,14.394,34.611999999999995,2230521.859,1375567.179,20.5,7.0,2,32.97,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,360,0,263.8,8.0,peachtree
3223,839,1163352600,-14.606,123.33,2230500.137,1375657.9540000001,14.7,7.0,2,28.77,0.0,2,122.0,201.0,0.0,1.0,4.0,1.0,0,315,0.0,0.0,peachtree
3557,1167,1163386000,-32.830999999999996,198.218,2230494.148,1375736.437,15.0,7.0,2,12.41,0.0,2,115.0,223.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree
2531,869,1163271700,22.2,45.675,2230531.935,1375594.811,28.5,7.0,3,46.03,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,317,0,347.09,7.54,peachtree
2397,19,1163270000,42.857,2045.086,2230836.08,1377510.364,14.0,7.2,2,25.59,0.0,3,113.0,214.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2436,35,1163273900,-16.42,114.70100000000001,2230497.631,1375649.5,14.0,8.5,2,15.83,0.0,2,123.0,201.0,0.0,1.0,4.0,1.0,0,270,0.0,0.0,peachtree
2733,326,1163303600,-42.86,1203.728,2230775.081,1376684.812,11.0,7.0,2,15.22,0.0,2,115.0,221.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
2413,1355,1163271600,23.333000000000002,107.057,2230536.634,1375638.6619999998,29.5,7.0,3,35.11,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,371,0,148.29,4.22,peachtree
2414,48,1163271700,6.544,66.309,2230516.601,1375599.407,26.0,7.0,3,37.78,0.0,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
2579,72,1163276500,22.569000000000003,25.171999999999997,2230530.643,1375574.345,16.0,7.0,2,29.64,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,381,0,30.51,1.03,peachtree
2424,32,1163272700,-16.729,2036.987,2230778.435,1377493.243,17.3,7.5,2,18.47,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2452,25,1163275500,43.715,2001.757,2230843.558,1377467.677,12.0,7.0,2,23.02,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2429,686,1163273200,13.564,30.574,2230520.705,1375563.221,21.0,7.0,2,42.95,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,370,0,305.58,7.11,peachtree
2558,948,1118849012800,19.934,2161.849,6452695.0479999995,1871946.1719999998,15.5,6.9,2,58.23,0.0,2,102.0,203.0,1.0,0.0,2.0,3.0,0,390,0.0,0.0,us-101
2583,919,1163276900,20.207,10.058,2230527.065,1375559.4719999998,16.0,7.0,2,43.52,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,382,0,27.12,0.62,peachtree
2450,1183,1163275300,22.857,47.483000000000004,2230531.336,1375579.322,14.5,7.0,2,35.64,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,380,0,190.83,5.35,peachtree
2476,1327,1163277900,24.528000000000002,67.071,2230534.588,1375598.711,16.0,6.0,2,34.45,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,380,0,257.05,7.46,peachtree
2476,1375,1163277900,12.774000000000001,31.541,2230519.995,1375564.249,14.5,6.5,2,34.61,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,385,0,204.01,5.89,peachtree
2615,851,1163280100,12.72,56.783,2230523.386,1375606.65,20.0,7.0,2,30.56,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,367,0,242.98,7.95,peachtree
3324,723,1163351000,37.417,163.543,2230560.254,1375706.995,18.6,6.8,2,19.05,0.0,1,122.0,202.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2575,40,1163287800,41.122,1999.3239999999998,2230841.3680000002,1377464.876,18.3,6.1,2,16.84,0.0,1,114.0,213.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2660,21,1163284600,-55.035,2023.2839999999999,2230740.031,1377490.9309999999,23.1,7.2,2,17.6,0.0,2,114.0,215.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2627,800,1118849019700,55.211000000000006,2158.887,6452670.744,1871920.4319999998,16.5,6.4,2,49.28,0.0,5,111.0,203.0,0.0,0.0,1.0,1.0,0,398,0.0,0.0,us-101
2631,1628,1163281700,13.235999999999999,21.023000000000003,2230521.005,1375570.965,19.6,7.0,2,30.25,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,391,0,85.16,2.82,peachtree
2591,26,1163289400,32.492,2003.599,2230832.185,1377467.78,15.5,6.7,2,19.61,0.0,1,114.0,213.0,5.0,0.0,4.0,2.0,0,0,0.0,0.0,peachtree
2613,48,1163291600,40.007,1999.77,2230840.1969999997,1377465.146,15.1,6.0,2,16.5,0.0,1,114.0,213.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
4280,1698,1163458300,-5.831,70.65899999999999,2230504.619,1375604.745,15.3,6.8,2,28.3,0.0,1,111.0,201.0,0.0,1.0,4.0,1.0,0,419,0.0,0.0,peachtree
2631,45,1163293400,26.655,1997.2220000000002,2230827.393,1377460.585,14.5,6.0,2,19.27,0.0,0,114.0,213.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2660,23,1163284600,-12.478,2016.02,2230783.1980000003,1377490.264,14.1,6.6,2,22.27,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2659,1620,1163284500,12.472000000000001,27.246,2230520.747,1375577.23,20.5,7.0,2,30.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,396,0,81.09,2.64,peachtree
2445,504,1118848086500,55.162,2164.8720000000003,6452671.149,1871920.1719999998,14.5,7.4,2,35.02,0.0,5,108.0,201.0,0.0,1.0,4.0,1.0,0,415,0.0,0.0,us-101
2659,1670,1163284500,23.153000000000002,23.195,2230531.065,1375572.3269999998,15.5,7.0,2,26.45,0.0,2,101.0,213.0,0.0,1.0,2.0,1.0,367,0,448.76,16.97,peachtree
4268,1646,1163457100,-30.831,198.498,2230496.1659999997,1375736.362,15.5,6.5,2,11.38,0.0,2,114.0,223.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree
2875,195,1163306100,29.811999999999998,1187.288,2230842.426,1376657.489,16.0,6.5,2,20.0,0.0,1,121.0,206.0,3.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
4260,1638,1163456300,-17.202,122.84899999999999,2230497.511,1375657.6840000001,16.1,6.0,2,21.8,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,413,0.0,0.0,peachtree
2681,26,1163286700,-15.12,2020.092,2230779.964,1377493.884,16.3,7.0,2,17.59,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2683,1612,1163286900,13.401,64.319,2230524.675,1375614.106,19.5,7.0,2,31.66,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,402,0,40.53,1.28,peachtree
2694,168,1163288000,11.312999999999999,19.19,2230518.9390000002,1375569.294,19.0,7.0,2,31.25,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,404,0,97.28,3.11,peachtree
2675,43,1163297800,-6.922999999999999,72.561,2230503.684,1375606.729,14.4,7.2,2,33.6,0.0,1,102.0,201.0,0.0,1.0,4.0,1.0,0,255,0.0,0.0,peachtree
2639,7,1163294200,24.034000000000002,2070.599,2230813.575,1377532.697,13.6,7.2,2,0.0,0.0,11,114.0,214.0,5.0,0.0,2.0,2.0,0,0,0.0,0.0,peachtree
4315,1665,1163461800,-19.051,113.24600000000001,2230494.891,1375648.263,15.3,6.6,2,37.81,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,595,0.0,0.0,peachtree
2749,27,1163293500,39.55,1986.6989999999998,2230839.1,1377469.249,18.1,6.6,2,31.17,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
4370,1720,1163467300,-16.476,60.306000000000004,2230493.171,1375595.2880000002,15.6,6.0,2,28.09,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,483,0.0,0.0,peachtree
2726,101,1163291200,11.04,1348.5279999999998,2230849.758,1376827.592,14.8,7.2,2,14.13,0.0,1061,111.0,220.0,0.0,4.0,3.0,1.0,0,0,0.0,0.0,peachtree
2694,32,1163299700,30.619,1210.036,2230845.28,1376662.206,15.1,6.5,2,22.91,0.0,1,121.0,206.0,3.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
3606,859,1163379200,-17.848,100.135,2230496.4280000003,1375652.335,18.4,6.5,2,43.78,0.0,2,115.0,201.0,0.0,1.0,4.0,1.0,0,507,0.0,0.0,peachtree
4290,1602,1163459300,-5.059,89.398,2230506.906,1375623.36,16.1,6.5,2,27.05,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,443,0.0,0.0,peachtree
4317,1603,1163462000,-5.896,97.85,2230506.756,1375631.852,14.6,6.5,2,29.28,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,461,0.0,0.0,peachtree
2814,837,1118848123400,32.979,2200.3089999999997,6452713.301,1871915.1709999999,15.5,5.9,2,24.78,0.0,3,103.0,211.0,0.0,0.0,3.0,1.0,0,427,0.0,0.0,us-101
2738,21,1163292400,6.194,57.257,2230516.92,1375607.6509999998,17.6,7.0,2,16.65,0.0,11,101.0,201.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
3515,779,1163381800,-47.233999999999995,749.293,2230541.5319999997,1376286.49,17.0,6.5,2,18.01,0.0,1,115.0,222.0,2.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
2877,141,1163318000,32.609,1611.366,2230866.4680000003,1377072.831,13.2,6.6,2,35.36,0.0,1,114.0,212.0,4.0,0.0,4.0,2.0,0,0,0.0,0.0,peachtree
2772,70,1163295800,-10.492,2015.467,2230785.245,1377490.021,14.6,6.6,2,8.25,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2774,1610,1163296000,14.184000000000001,34.075,2230523.006,1375583.898,19.1,7.0,2,16.83,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,410,0,84.02,4.99,peachtree
2752,17,1163305500,-0.271,165.31900000000002,2230520.4280000003,1375698.333,17.0,6.0,2,22.92,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2770,24,1163307300,-17.226,207.912,2230511.1859999998,1375743.092,13.5,7.0,2,22.35,-10.02,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2794,867,1118849036400,7.553,2174.4139999999998,6452712.591,1871948.0219999999,15.0,6.4,2,45.5,0.0,1,103.0,208.0,0.0,0.0,3.0,1.0,0,430,0.0,0.0,us-101
2776,2,1163296200,3.735,103.444,2230518.208,1375653.885,15.0,7.0,2,0.0,0.0,11,101.0,201.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
2812,839,1118849038200,56.793,2157.812,6452668.918,1871919.865,30.5,8.5,3,43.3,0.0,5,108.0,201.0,1.0,0.0,4.0,1.0,0,445,0.0,0.0,us-101
2826,46,1163301200,-7.329,74.541,2230504.84,1375625.9730000002,16.6,7.2,2,23.48,0.0,1,102.0,201.0,0.0,1.0,4.0,1.0,0,309,0.0,0.0,peachtree
1447,403,1118847123600,56.313,2128.067,6452673.143999999,1871917.11,21.0,8.4,2,59.99,0.0,5,102.0,207.0,0.0,0.0,2.0,1.0,0,434,0.0,0.0,us-101
2742,22,1163304500,-12.677,174.704,2230509.8619999997,1375709.75,15.0,6.0,2,22.54,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2839,31,1163302500,-5.468999999999999,107.96700000000001,2230509.401,1375659.139,17.2,7.2,2,14.09,0.0,1,102.0,201.0,0.0,1.0,4.0,1.0,0,309,0.0,0.0,peachtree
2810,1323,1163299600,11.293,32.695,2230520.0130000003,1375582.757,17.0,7.0,2,10.86,0.0,1,101.0,215.0,0.0,1.0,2.0,1.0,426,0,44.27,4.08,peachtree
2801,808,1118849037100,31.934,2159.786,6452685.956,1871938.074,26.0,8.5,3,45.04,0.0,3,101.0,208.0,1.0,0.0,2.0,1.0,0,444,0.0,0.0,us-101
2863,34,1163304900,-8.89,97.06,2230505.108,1375648.544,17.2,7.2,2,22.08,0.0,1,102.0,201.0,0.0,1.0,4.0,1.0,0,309,0.0,0.0,peachtree
2679,637,1118848109900,42.927,2164.4210000000003,6452678.422,1871930.021,15.0,4.9,2,23.53,0.0,4,108.0,201.0,1.0,0.0,4.0,1.0,0,441,0.0,0.0,us-101
2820,1491,1163300600,-10.152999999999999,186.532,2230517.4590000003,1375737.977,15.2,7.1,2,25.1,0.0,1,123.0,214.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2785,19,1163308800,39.512,183.215,2230562.734,1375708.968,17.1,6.6,2,22.47,0.0,9999,123.0,202.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2861,34,1163304700,41.993,1983.2320000000002,2230842.044,1377466.197,21.1,7.0,2,19.47,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
4330,1574,1163463300,-6.157,122.93700000000001,2230508.527,1375656.878,15.5,7.0,2,29.58,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,461,0.0,0.0,peachtree
2779,16,1163308200,3.54,163.32299999999998,2230523.829,1375695.699,15.5,7.0,2,22.6,0.0,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2847,456,1163303300,3.895,111.458,2230519.017,1375661.86,18.5,7.0,2,0.0,0.0,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
2824,110,1163312700,-69.031,173.735,2230454.2090000003,1375718.668,14.1,7.0,2,0.94,-9.48,0,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2894,40,1163308000,28.924,1191.3239999999998,2230843.168,1376661.554,16.1,6.6,2,22.7,0.0,1,121.0,206.0,3.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2578,352,1118848099800,58.641000000000005,2162.9,6452667.437999999,1871918.6809999999,13.5,6.4,2,45.11,0.0,5,102.0,203.0,0.0,0.0,2.0,1.0,0,452,0.0,0.0,us-101
4348,1564,1163465100,-4.513,122.709,2230510.147,1375656.5180000002,15.0,6.5,2,34.52,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,532,0.0,0.0,peachtree
3177,393,1163348000,-49.175,1198.425,2230767.206,1376682.364,17.0,7.0,2,16.16,0.0,2,114.0,221.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2890,1533,1163307600,14.758,32.326,2230523.437,1375582.101,17.0,7.0,2,0.36,4.38,1,101.0,214.0,0.0,1.0,2.0,1.0,436,0,27.9,77.5,peachtree
2594,357,1118848101400,54.638999999999996,2164.3720000000003,6452671.084,1871920.8930000002,13.5,7.4,2,42.19,0.0,5,108.0,203.0,0.0,0.0,1.0,1.0,0,444,0.0,0.0,us-101
2648,539,1118848106800,56.65,2164.873,6452670.222,1871919.0080000001,14.0,7.4,2,34.97,0.0,5,108.0,203.0,0.0,0.0,1.0,1.0,0,455,0.0,0.0,us-101
2851,848,1118849042100,41.163000000000004,2161.402,6452681.467,1871929.85,14.5,5.4,2,45.88,0.0,4,108.0,201.0,1.0,0.0,4.0,1.0,0,447,0.0,0.0,us-101
3390,598,1163369300,-6.649,65.26899999999999,2230503.367,1375599.439,16.6,6.5,2,28.6,0.0,1,122.0,201.0,0.0,1.0,4.0,1.0,0,575,0.0,0.0,peachtree
2808,15,1163311100,-32.482,192.93099999999998,2230493.5640000002,1375731.1709999999,16.2,7.0,2,23.28,0.0,9999,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2826,19,1163312900,-36.524,201.804,2230491.142,1375740.616,15.3,7.3,2,22.79,0.0,9999,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2809,27,1163311200,-12.617,163.35399999999998,2230507.9280000003,1375698.5659999999,17.5,6.8,2,20.87,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2863,52,1163304900,12.44,680.176,2230590.662,1376224.58,13.8,7.4,2,15.0,0.0,1,103.0,222.0,2.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
4431,1619,1163473400,-6.749,75.455,2230504.0919999997,1375609.6,16.0,6.5,2,31.76,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,500,0.0,0.0,peachtree
4380,1568,1163468300,-7.125,90.516,2230504.937,1375624.642,15.1,6.5,2,33.07,0.0,1,115.0,201.0,0.0,1.0,4.0,1.0,0,460,0.0,0.0,peachtree
2819,24,1163312200,-8.323,176.06400000000002,2230514.387,1375710.325,17.6,6.6,2,23.01,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2839,20,1163314200,-35.31,193.588,2230490.895,1375732.314,14.7,7.1,2,22.78,0.0,9999,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2913,29,1163309900,-10.673,89.89,2230502.75,1375641.542,28.7,8.0,3,17.84,0.0,2,123.0,201.0,0.0,1.0,4.0,1.0,0,314,0.0,0.0,peachtree
2854,23,1163315700,-36.336999999999996,198.648,2230490.772,1375737.476,15.0,7.2,2,23.37,0.0,9999,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2683,532,1118848110300,56.388000000000005,2165.386,6452670.786,1871918.8930000002,13.5,6.9,2,30.08,0.0,5,102.0,208.0,0.0,0.0,2.0,1.0,0,470,0.0,0.0,us-101
2834,25,1163313700,-15.065999999999999,160.995,2230505.103,1375696.674,17.2,6.7,2,21.86,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
4135,1296,1163443800,52.341,183.375,2230575.392,1375706.8730000001,16.0,7.0,2,23.46,0.0,1,114.0,202.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2850,28,1163315300,-18.919,161.471,2230501.394,1375697.8180000002,17.6,6.8,2,23.16,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
2914,15,1163310000,26.252,2042.743,2230817.383,1377522.5980000002,13.4,7.1,2,14.35,0.0,3,113.0,214.0,5.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
2962,788,1118849053200,42.983999999999995,2158.364,6452677.956,1871930.3190000001,17.5,6.9,2,29.99,0.0,4,108.0,201.0,1.0,0.0,4.0,1.0,0,479,0.0,0.0,us-101
2921,293,1163310700,22.96,86.744,2230536.018,1375635.6830000002,20.5,7.0,2,20.04,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,440,0,411.12,20.52,peachtree
2922,25,1163310800,25.419,2021.007,2230819.886,1377500.991,15.4,7.4,2,23.91,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
3134,941,1118848155400,32.174,2164.353,6452685.071,1871938.4719999998,15.0,7.4,2,15.0,0.0,3,103.0,208.0,0.0,0.0,3.0,1.0,0,479,0.0,0.0,us-101
4383,1533,1163468600,-31.461,202.513,2230496.251,1375740.425,15.0,7.0,2,17.15,0.0,2,115.0,223.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree
2934,1420,1163312000,23.901,52.753,2230534.204,1375601.7280000001,15.0,7.0,2,18.97,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,472,0,58.9,3.1,peachtree
2872,20,1163317500,-37.175,199.81400000000002,2230490.152,1375738.771,16.1,7.0,2,23.21,0.0,9999,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2939,32,1163312500,18.893,1199.271,2230836.992,1376672.763,12.0,7.0,2,23.41,0.0,1,111.0,221.0,3.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
3007,820,1118849057700,43.747,2158.875,6452677.881,1871929.404,18.0,6.4,2,18.64,0.0,4,108.0,203.0,0.0,0.0,1.0,1.0,0,485,0.0,0.0,us-101
4454,1592,1163475700,-5.397,123.01899999999999,2230509.2909999997,1375656.898,15.7,6.8,2,35.19,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,509,0.0,0.0,peachtree
1609,477,1118847139800,43.593999999999994,2148.672,6452697.185,1871914.2130000002,17.0,6.4,2,58.5,0.0,4,102.0,201.0,0.0,0.0,2.0,1.0,0,492,0.0,0.0,us-101
2952,27,1163313800,-3.694,146.293,2230516.754,1375697.229,23.3,6.7,2,16.23,0.0,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
4424,1557,1163472700,-16.146,112.88799999999999,2230497.7569999998,1375647.6709999999,16.3,6.6,2,33.85,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,663,0.0,0.0,peachtree
2892,16,1163319500,-35.297,200.605,2230492.14,1375739.22,15.7,7.1,2,23.07,0.0,9999,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
2954,2,1163314000,-10.407,100.59200000000001,2230503.8819999998,1375652.188,12.3,6.5,2,0.0,0.0,1,101.0,201.0,0.0,1.0,4.0,1.0,0,309,0.0,0.0,peachtree
3041,160,1163334400,45.762,1610.22,2230879.636,1377071.884,16.5,7.0,2,22.85,0.0,1,114.0,212.0,4.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
